normalized,pnsp_compound,pur_chemname,pur_chem_code,cfr180_chemical,cfr180_section,n_sources
LAURAMIDELINOLEAMIDEDIETHANOLAMIDE,,LAURAMIDE/LINOLEAMIDE DIETHANOLAMIDE,2635,,,1
LAURIC,,LAURIC ACID,5324,,,1
LAURICBARIUMCADMIUM,,"LAURIC ACID, BARIUM CADMIUM SALT",3676,,,1
LAURICDIETHANOLAMINE,,LAURIC ACID DIETHANOLAMINE SALT,3260,,,1
LAURICMONOETHANOLAMIDE,,LAURIC ACID MONOETHANOLAMIDE,3261,,,1
LAURYLALCOHOL,,LAURYL ALCOHOL,2343,,,1
LAURYLDIETHANOLAMIDE,,LAURYL DIETHANOLAMIDE,1169,,,1
LAURYLDIETHYLENEDIAMINOGLYCINE,,LAURYL DIETHYLENE DIAMINO GLYCINE,3262,,,1
LAURYLDIMETHYLAMINEOXIDE,,LAURYL DIMETHYLAMINE OXIDE,2636,,,1
LAURYLMETHACRYLATE,,LAURYL METHACRYLATE,1089,,,1
LAURYLMETHACRYLATEPOLYMER,,LAURYL METHACRYLATE POLYMER,3677,,,1
LAURYLPOLYOXYETHYLENESULFATE,,LAURYL POLYOXYETHYLENE SULFATE,3678,,,1
LAURYLPYRIDINIUM5CHLORO2MERCAPTOBENZOTHIAZOLE,,LAURYL PYRIDINIUM-5-CHLORO-2-MERCAPTO BENZOTHIAZOLE,1238,,,1
LAURYLSULFATE,,LAURYL SULFATE|LAURYL SULFATE SALTS,2637|5771,,,1
LAVANDINOIL,,LAVANDIN OIL,5017,,,1
LAVANDULYLSENECIOATE,,LAVANDULYL SENECIOATE,5967,,,1
LCARVONE,,L-CARVONE,6434,,,1
LEAD,,LEAD,2638,,,1
LEADARSENATE,,LEAD ARSENATE (STANDARD),353,,,1
LEADARSENATEBASIC,,"LEAD ARSENATE, BASIC",354,,,1
LEADMETASILICATE,,LEAD METASILICATE,1106,,,1
LEADMONOXIDE,,LEAD MONOXIDE,1271,,,1
LECITHIN,,LECITHIN,3264,,,1
LEONILDBPOWDER,,LEONIL DB POWDER,2639,,,1
LEPTOPHOS,,LEPTOPHOS,1676,,,1
LEPTOPHOSOTHERRELATED,,"LEPTOPHOS, OTHER RELATED",91676,,,1
LEVULINICCHLORINATED,,"LEVULINIC ACID, CHLORINATED",1866,,,1
LGLUTAMIC,L-GLUTAMIC ACID,,,,,1
LIGNIN,,LIGNIN,2640,,,1
LIGNINSULFATE,,LIGNIN SULFATE (SODIUM SALT),1763,,,1
LIGNINSULFONIC,,"LIGNIN SULFONIC ACID|LIGNIN SULFONIC ACID, AMMONIUM SALT|LIGNIN SULFONIC ACID, CALCIUM SALT|LIGNIN SULFONIC ACID, COPPER SALT",1765|1768|1925|1981,,,1
LIGNINSULFONICIRON,,"LIGNIN SULFONIC ACID, IRON SALT",1769,,,1
LIGNINSULFONICMAGNESIUM,,"LIGNIN SULFONIC ACID, MAGNESIUM SALT",1926,,,1
LIGNINSULFONICMANGANESE,,"LIGNIN SULFONIC ACID, MANGANESE SALT",1770,,,1
LIGNINSULFONICMETAL,,"LIGNIN SULFONIC ACID, METAL SALTS",1783,,,1
LIGNINSULFONICZINCMANGANESEIRON,,"LIGNIN SULFONIC ACID, ZINC, MANGANESE & IRON SALTS",1771,,,1
LIGNOFLEX,,LIGNOFLEX,3265,,,1
LIGROIN,,LIGROIN,2642,,,1
LIME,,LIME,977,,,1
LIMESULFUR,,LIME-SULFUR,358,,,1
LIMONENE,,LIMONENE,979,,,1
LIMONIA1911189,,LIMONIA 19-11189,2643,,,1
LINALOOL,,LINALOOL,2239,,,1
LINDANE,,LINDANE,359,,,1
LINEARALKYLSULFONATE,,"LINEAR ALKYL SULFONATE|LINEAR ALKYL SULFONATE, POTASSIUM SALT",1520|1836,,,1
LINEARPRIMARYALCOHOLSC12C15,,"LINEAR PRIMARY ALCOHOLS, C12-C15",3930,,,1
LINOLEIC,,LINOLEIC ACID,1157,,,1
LINOLENIC,,LINOLENIC ACID,2005,,,1
LINSEEDOILBOILED,,"LINSEED OIL, BOILED",2644,,,1
LINSEEDOILPOLYMERWITHMALEICANHYDRIDEANDTUNGOIL,,"LINSEED OIL, POLYMER WITH MALEIC ANHYDRIDE AND TUNG OIL",3526,,,1
LINSEEDOILWITHDRIERS,,LINSEED OIL WITH DRIERS,2645,,,1
LINSEEDSOYAALKYDRESIN,,LINSEED-SOYA ALKYD RESIN,2646,,,1
LINURON,LINURON,LINURON,361,Linuron,180.184,3
LIONWASTE,,LION WASTE,1301,,,1
LIPOPEPIDOOLIGOGLUCOSAMINE,,LIPOPEPIDO OLIGOGLUCOSAMINE,6167,,,1
LITHIUMCARBONATE,,LITHIUM CARBONATE,3924,,,1
LITHIUMCHLORIDE,,LITHIUM CHLORIDE,5318,,,1
LITHIUMHYDROXIDE,,LITHIUM HYDROXIDE,3267,,,1
LITHIUMHYPOCHLORITE,,LITHIUM HYPOCHLORITE,922,,,1
LITHIUMPERCHLORATE,,LITHIUM PERCHLORATE,3268,,,1
LITHIUMSULFONATE,,LITHIUM (PERFLUORO OCTANE) SULFONATE,5678,,,1
LOCUSTBEANGUM,,LOCUST BEAN GUM,2647,,,1
LOLINEALKALOID,,LOLINE ALKALOID,6203,,,1
LONGOILALKYD5070,,LONG OIL ALKYD 5070,2648,,,1
LOWMOLECULARWEIGHTPARAFFINICOIL,,LOW MOLECULAR WEIGHT PARAFFINIC OIL,5252,,,1
LUBRIZOL544,,LUBRIZOL 544,2649,,,1
LUBRIZOL8052A,,LUBRIZOL 8052A,2650,,,1
LUNAYELLOWNBL1270,,LUNA YELLOW NB-L 1270,2651,,,1
LUVISETCAP,,LUVISET CAP,3867,,,1
LYSOPHOSPHATIDYLETHANOLAMINE,,LYSOPHOSPHATIDYL ETHANOLAMINE,5789,,,1
MACROPLASTUK8202UK5400,,MACROPLAST UK 8202/UK 5400,2652,,,1
MACROPLASTVAX11688UK5400,,MACROPLAST VAX-11688/UK 5400,2653,,,1
MAGNESIUMCARBONATE,,MAGNESIUM CARBONATE,2654,,,1
MAGNESIUMCHLORIDE,,MAGNESIUM CHLORIDE,365,,,1
MAGNESIUMCHLORIDEHEXAHYDRATE,,"MAGNESIUM CHLORIDE, HEXAHYDRATE",2655,,,1
MAGNESIUMLAURYLSULFATE,,MAGNESIUM LAURYL SULFATE,1718,,,1
MAGNESIUMLIME,,MAGNESIUM LIME,3679,,,1
MAGNESIUMNITRATE,,MAGNESIUM NITRATE,3269,,,1
MAGNESIUMOXIDE,,MAGNESIUM OXIDE,2656,,,1
MAGNESIUMPHOSPHIDE,,MAGNESIUM PHOSPHIDE,2085,,,1
MAGNESIUMPYRITHIONE,,MAGNESIUM PYRITHIONE,2657,,,1
MAGNESIUMSILICATE,,MAGNESIUM SILICATE,2658,,,1
MAGNESIUMSTEARATE,,MAGNESIUM STEARATE,3270,,,1
MAGNESIUMSULFATE,,MAGNESIUM SULFATE,1339,,,1
MALACHITEGREEN,,MALACHITE GREEN,366,,,1
MALAOXON,,MALAOXON,4076,,,1
MALATHION,MALATHION,MALATHION,367,Malathion,180.111,3
MALEICANHYDRIDE,,MALEIC ANHYDRIDE,3272,,,1
MALEICANHYDRIDEPOLYMERWITH244TRIMETHYLPENTANE,,"MALEIC ANHYDRIDE, POLYMER WITH 2,4,4-TRIMETHYL PENTANE, SODIUM SALT",3271,,,1
MALEICHYDRAZIDE,MALEIC HYDRAZIDE,"MALEIC HYDRAZIDE|MALEIC HYDRAZIDE, POTASSIUM SALT",2130|368,,,2
MALEICHYDRAZIDEDIETHANOLAMINE,,"MALEIC HYDRAZIDE, DIETHANOLAMINE SALT",778,,,1
MALIC,,MALIC ACID,1364,,,1
MALTEXTRACT,,MALT EXTRACT,2659,,,1
MANCOZEB,MANCOZEB,MANCOZEB,211,Mancozeb,180.176,3
MANDESTROBIN,,MANDESTROBIN,6177,Mandestrobin,180.69,2
MANDIPROPAMID,MANDIPROPAMID,MANDIPROPAMID,5961,Mandipropamid,180.637,3
MANEB,MANEB,MANEB,369,,,2
MANGANESECARBAMATE,,MANGANESE CARBAMATE,3273,,,1
MANGANESEOXIDE,,MANGANESE (II) OXIDE,3274,,,1
MANGANESESULFATE,,MANGANESE SULFATE,658,,,1
MANNITANCOCONUTOIL,,MANNITAN COCONUT OIL ESTER,3680,,,1
MARGOSAOIL,,MARGOSA OIL,6065,,,1
MARK1500,,MARK 1500,2663,,,1
MARK1600,,MARK 1600,2664,,,1
MARK1601,,MARK 1601,2665,,,1
MARK1603,,MARK 1603,2666,,,1
MARK1607,,MARK 1607,2667,,,1
MARK495,,MARK 495,2660,,,1
MARK565A,,MARK 565A,2661,,,1
MARK706,,MARK 706,2662,,,1
MARTERWHITE400,,MARTER WHITE 400,2668,,,1
MCPA,MCPA,"MCPA|MCPA, SODIUM SALT",2326|788,MCPA,180.339,3
MCPA2ETHYLHEXYL,,"MCPA, 2-ETHYL HEXYL ESTER",5059,,,1
MCPAALKANOLAMINE,,"MCPA, ALKANOLAMINE SALT",784,,,1
MCPABUTOXYETHANOL,,"MCPA, BUTOXYETHANOL ESTER",785,,,1
MCPADIMETHYLAMINE,,"MCPA, DIMETHYLAMINE SALT",786,,,1
MCPAISOOCTYL,,"MCPA, ISOOCTYL ESTER",787,,,1
MCPATHIOETHYL,,"MCPA, THIOETHYL ESTER",6263,,,1
MCPB,MCPB,"MCPB|MCPB, SODIUM SALT",5055|641,,,2
MCPP,,"MCPP|MCPP, POTASSIUM SALT",1303|374,,,1
MCPPDIETHANOLAMINE,,"MCPP, DIETHANOLAMINE SALT",790,,,1
MCPPDIMETHYLAMINE,,"MCPP, DIMETHYLAMINE SALT",1016,,,1
MCPPISOOCTYL,,"MCPP, ISOOCTYL ESTER",2294,,,1
MCPPP,,"MCPP-P, POTASSIUM SALT",5335,,,1
MCPPP2ETHYLHEXYL,,"MCPP-P, 2-ETHYL HEXYL ESTER",5334,,,1
MCPPPDIMETHYLAMINE,,"MCPP-P, DIMETHYLAMINE SALT",5333,,,1
MEAT,,MEAT,3681,,,1
MEATMEAL,,MEAT MEAL,3682,,,1
MEATSCRAPS,,MEAT SCRAPS,3683,,,1
MEATSTOCKHORMEL6,,"MEAT STOCK, HORMEL #6",2670,,,1
MECOPROP,MECOPROP,,,,,1
MECOPROPP,,MECOPROP-P,5111,,,1
MEDICATEDBLOCK,,MEDICATED BLOCK,3684,,,1
MEDICATEDFEED,,MEDICATED FEED,3685,,,1
MEFENOXAM,MEFENOXAM,MEFENOXAM,4011,Mefenoxam,180.546,3
MEFENOXAMOTHERRELATED,,"MEFENOXAM, OTHER RELATED",94011,,,1
MEFENPYRDIETHYL,,,,Mefenpyr-diethyl,180.509,1
MEFENTRIFLUCONAZOLE,,MEFENTRIFLUCONAZOLE,6356,Mefentrifluconazole,180.705,2
MEFLUIDIDE,,"MEFLUIDIDE|MEFLUIDIDE, POTASSIUM SALT",5082|5083,,,1
MEFLUIDIDEDIETHANOLAMINE,,"MEFLUIDIDE, DIETHANOLAMINE SALT",1955,,,1
MEHYLANDOFFATTYACIDS,,MEHYL ESTERS (C14-18) AND (C16-C18) OF FATTY ACIDS,6466,,,1
MELAMINE,,MELAMINE,2284,,,1
MENHADENOIL,,MENHADEN OIL,3686,,,1
MENTHOL,,MENTHOL,1074,,,1
MEPANIPYRIM,,,,Mepanipyrim,180.604,1
MEPIQUAT,MEPIQUAT,,,"Mepiquat (N,N-dimethylpiperidinium)",180.384,2
MEPIQUATCHLORIDE,,MEPIQUAT CHLORIDE,2075,,,1
MEPIQUATPENTABORATE,,MEPIQUAT PENTABORATE,5832,,,1
MEPTYLDINOCAP,,,,Meptyldinocap,180.648,1
MERCURICCHLORIDE,,MERCURIC CHLORIDE,372,,,1
MERCURICDIMETHYLDITHIOCARBAMATE,,MERCURIC DIMETHYL DITHIOCARBAMATE,709,,,1
MERCURICOLEATE,,MERCURIC OLEATE,3276,,,1
MERCURICOXIDE,,MERCURIC OXIDE,955,,,1
MERPHOS,,MERPHOS,293,,,1
MERPHOSOTHERRELATED,,"MERPHOS, OTHER RELATED",90293,,,1
MESITYLOXIDE,,MESITYL OXIDE,3277,,,1
MESOSULFURON,MESOSULFURON,,,,,1
MESOSULFURONMETHYL,,MESOSULFURON-METHYL,5898,Mesosulfuron-methyl,180.597,2
MESOTRIONE,MESOTRIONE,MESOTRIONE,6069,Mesotrione,180.571,3
METACRESOL,,META-CRESOL,378,,,1
METAFLUMIZONE,,METAFLUMIZONE,5935,Metaflumizone,180.657,2
METALAXYL,METALAXYL,METALAXYL,2132,Metalaxyl,180.408,3
METALDEHYDE,METALDEHYDE,METALDEHYDE,379,Metaldehyde,180.523,3
METALLICSILVER,,METALLIC SILVER,2125,,,1
METAM,METAM,,,,,1
METAMIFOP,,METAMIFOP,6185,,,1
METAMITRON,,META-MITRON|METAMITRON,2672|6325,Metamitron,180.726,2
METAMPOTASSIUM,METAM POTASSIUM,,,,,1
METAMSODIUM,,METAM-SODIUM,616,,,1
METARHIZIUMANISOPLIAESOROKSTRAINE9,,"METARHIZIUM ANISOPLIAE (METSCH.) SOROK., STRAIN E9",6340,,,1
METARHIZIUMANISOPLIAESTRAINF52,,METARHIZIUM ANISOPLIAE STRAIN F52,6002,,,1
METARHIZIUMANISOPLIAEVARANISOPLIAESTRAINESF1,,"METARHIZIUM ANISOPLIAE, VAR. ANISOPLIAE, STRAIN ESF1",3935,,,1
METAZOSULFURON,,METAZOSULFURON,6265,,,1
METCONAZOLE,METCONAZOLE,METCONAZOLE,5983,Metconazole,180.617,3
METHACRYLIC,,METHACRYLIC ACID,3278,,,1
METHACRYLICBUTYL,,"METHACRYLIC ACID, BUTYL ESTER",3279,,,1
METHAMIDOPHOS,METHAMIDOPHOS,METHAMIDOPHOS,1697,,,2
METHANEARSONIC,,,,Methanearsonic acid,180.289,1
METHANOL,,METHANOL,1018,,,1
METHAZOLE,,METHAZOLE,2673,,,1
METHIDATHION,METHIDATHION,METHIDATHION,1689,,,2
METHIDATHIONOXON,,METHIDATHION OXON,5040,,,1
METHIOCARB,METHIOCARB,METHIOCARB,375,,,2
METHIOCARBSULFONE,,METHIOCARB SULFONE,4077,,,1
METHIOCARBSULFOXIDE,,METHIOCARB SULFOXIDE,4078,,,1
METHIONINE,,METHIONINE,1563,,,1
METHIONINEHYDROXYANALOG,,METHIONINE HYDROXY ANALOG,6194,,,1
METHIOZOLIN,,METHIOZOLIN,6106,,,1
METHOMYL,METHOMYL,METHOMYL,383,Methomyl,180.253,3
METHOMYLOXIME,,METHOMYL OXIME,6407,,,1
METHOPRENE,,METHOPRENE,1784,,,1
METHOXY24DIHYDROXYPENTENE,,"METHOXY-2,4-DIHYDROXY PENTENE",3281,,,1
METHOXYCHLOR,,METHOXYCHLOR,384,,,1
METHOXYCHLOROTHERRELATED,,"METHOXYCHLOR, OTHER RELATED",90384,,,1
METHOXYFENOZIDE,METHOXYFENOZIDE,METHOXYFENOZIDE,5698,Methoxyfenozide,180.544,3
METHYL1256TETRAHYDRO1METHYLNICOTINATEHYDROBROMIDE,,"METHYL-1,2,5,6-TETRAHYDRO-1-METHYL NICOTINATE, HYDROBROMIDE",1324,,,1
METHYL23DIBROMOPROPIONATE,,"METHYL-2,3-DIBROMO PROPIONATE",1336,,,1
METHYL23DICHLORO9HYDROXYFLUORENE9CARBOXYLATE,,"METHYL-2,3-DICHLORO-9-HYDROXYFLUORENE-9-CARBOXYLATE",1437,,,1
METHYL27DICHLORO9HYDROXYFLUORENE9CARBOXYLATE,,"METHYL-2,7-DICHLORO-9-HYDROXYFLUORENE-9-CARBOXYLATE",1680,,,1
METHYL2CARBONYLAMINOSULFONYLBENZOATE,,"METHYL 2-([{(N-[4-METHOXY-6-METHYL-1,3,5-TRIAZIN-2-YL]-METHYL AMINO) CARBONYL) AMINO) SULFONYL) BENZOATE",2681,,,1
METHYL2OXYPHENOXYLPROPANOATE,,"(TRIMETHYL SILYL) METHYL 2-(4-(3,5-DICHLORO-2-PYRIDINYL) OXY) PHENOXYL PROPANOATE",2966,,,1
METHYLALPHADMANNOPYRANOSIDE,,METHYL-ALPHA-D-MANNOPYRANOSIDE,6290,,,1
METHYLANTHRANILATE,,METHYL ANTHRANILATE,3971,,,1
METHYLATEDFATTYACIDSFROMCANOLAOIL,,METHYLATED FATTY ACIDS FROM CANOLA OIL,4025,,,1
METHYLATEDNAPHTHALENE,,METHYLATED NAPHTHALENE,942,,,1
METHYLATEDSILICA,,METHYLATED SILICA,5292,,,1
METHYLATEDSOYBEANOIL,,METHYLATED SOYBEAN OIL,3519,,,1
METHYLBENZETHONIUMCHLORIDE,,METHYL BENZETHONIUM CHLORIDE,2178,,,1
METHYLBROMIDE,METHYL BROMIDE,METHYL BROMIDE,385,Methyl bromide,180.124,3
METHYLBUTYLKETONE,,METHYL BUTYL KETONE,3284,,,1
METHYLCARBOFENTHION,,METHYL-CARBOFENTHION,4057,,,1
METHYLCELLULOSE,,METHYL CELLULOSE,1205,,,1
METHYLCHLORIDE,,METHYL CHLORIDE,2677,,,1
METHYLCIS322DIMETHYLCYCLOPROPANECARBOXYLATE,,"METHYL CIS-3-(2,2-DICHLOROVINYL)-2,2-DIMETHYLCYCLOPROPANECARBOXYLATE",6476,,,1
METHYLDODECYLBENZYLTRIMETHYLAMMONIUMCHLORIDE,,METHYL DODECYL BENZYL TRIMETHYL AMMONIUM CHLORIDE,895,,,1
METHYLDODECYLBENZYLTRIMETHYLAMMONIUMCHLORIDE80ANDMETHYLDODECYLXYLENE,,METHYL DODECYL BENZYL TRIMETHYL AMMONIUM CHLORIDE 80% AND METHYL DODECYL XYLENE ,2678,,,1
METHYLDODECYLTRIMETHYLAMMONIUMCHLORIDE,,METHYL DODECYL TRIMETHYL AMMONIUM CHLORIDE,2679,,,1
METHYLDODECYLXYLENEBIS,,METHYL DODECYL XYLENE BIS (TRIMETHYL AMMONIUM CHLORIDE),896,,,1
METHYLENEBIS,,METHYLENE BIS(THIOCYANATE),1185,,,1
METHYLENEBLUE,,METHYLENE BLUE,387,,,1
METHYLENECHLORIDE,,METHYLENE CHLORIDE,388,,,1
METHYLETHYLKETONE,,METHYL ETHYL KETONE,2680,,,1
METHYLEUGENOL,,METHYL EUGENOL,6009,,,1
METHYLFORMATE,,METHYL FORMATE,391,,,1
METHYLHYDROGENATEDROSINATE,,METHYL HYDROGENATED ROSINATE,3688,,,1
METHYLIODIDE,METHYL IODIDE,METHYL IODIDE,5783,,,2
METHYLISOBUTYLKETONE,,METHYL ISOBUTYL KETONE,1300,,,1
METHYLISOTHIOCYANATE,,METHYL ISOTHIOCYANATE,392,,,1
METHYLJASMONATE,,METHYL JASMONATE,6162,,,1
METHYLMERCAPTAN,,METHYL MERCAPTAN,6492,,,1
METHYLMERCURYDICYANODIAMIDE,,METHYLMERCURY DICYANO DIAMIDE,454,,,1
METHYLMETHACRYLATE,,METHYL METHACRYLATE,2151,,,1
METHYLMETHACRYLATEMETHACRYLICBUTYLACRYLATECOPOLYMER,,"METHYL METHACRYLATE, METHACRYLIC ACID, BUTYL ACRYLATE COPOLYMER",2437,,,1
METHYLNONYLKETONE,,METHYL NONYL KETONE,877,,,1
METHYLNONYLKETONEOTHERRELATED,,"METHYL NONYL KETONE, OTHER RELATED",90877,,,1
METHYLOFCOTTONSEEDOIL,,METHYL ESTERS OF COTTONSEED OIL,3687,,,1
METHYLPALMITATE,,METHYL PALMITATE,3286,,,1
METHYLPARAHYDROXYBENZOATE,,METHYL PARA-HYDROXYBENZOATE,1005,,,1
METHYLPARAOXON,,METHYL PARAOXON,4083,,,1
METHYLPARATHION,METHYL PARATHION,METHYL PARATHION,394,,,2
METHYLPARATHIONOTHERRELATED,,"METHYL PARATHION, OTHER RELATED",90394,,,1
METHYLSALICYLATE,,METHYL SALICYLATE,746,,,1
METHYLSILICONERESINS,,METHYL SILICONE RESINS,3689,,,1
METHYLTHIOACETATE,,METHYL THIOACETATE,2685,,,1
METHYLTRIOCTYLAMMONIUMCHLORIDE,,METHYL TRIOCTYL AMMONIUM CHLORIDE,3291,,,1
METHYLTRITHION,,METHYL TRITHION,3531,,,1
METIRAM,METIRAM,METIRAM,493,Metiram,180.217,3
METOFLUTHRIN,,METOFLUTHRIN,5943,,,1
METOLACHLOR,METOLACHLOR,METOLACHLOR,1996,,,2
METOLACHLORANDSMETOLACHLOR,,,,Metolachlor and S-metolachlor,180.368,1
METOLACHLORETHANESULFONIC,,METOLACHLOR ETHANESULFONIC ACID,5806,,,1
METOLACHLOROXANILIC,,METOLACHLOR OXANILIC ACID,5807,,,1
METOLACHLORS,METOLACHLOR-S,,,,,1
METOMINOSTROBIN,,METOMINOSTROBIN,6284,,,1
METRAFENONE,METRAFENONE,METRAFENONE,5990,Metrafenone,180.624,3
METRIBUZIN,METRIBUZIN,METRIBUZIN,1692,Metribuzin,180.332,3
METRIBUZINDA,,METRIBUZIN-DA,4079,,,1
METRIBUZINDK,,METRIBUZIN DK,6408,,,1
METRONIDAZOLE,,METRONIDAZOLE,2208,,,1
METSULFURON,METSULFURON,,,,,1
METSULFURONMETHYL,,METSULFURON-METHYL,2222,Metsulfuron methyl,180.428,2
MEVINPHOS,MEVINPHOS,MEVINPHOS,480,,,2
MEVINPHOSOTHERRELATED,,"MEVINPHOS, OTHER RELATED",90480,,,1
MEXACARBATE,,MEXACARBATE,623,,,1
MICA,,MICA,3690,,,1
MICROCRYSTALLINECELLULOSE,,MICROCRYSTALLINE CELLULOSE,2686,,,1
MILBEMECTIN,,MILBEMECTIN,5763,,,1
MILK,,MILK,3564,,,1
MILKFATANHYDROUS,,"MILK FAT, ANHYDROUS",6179,,,1
MILLETSEED,,MILLET SEED,3692,,,1
MILORGANITE,,MILORGANITE,3693,,,1
MINERALOIL,,MINERAL OIL,401,,,1
MINERALOILPETROLEUMDISTILLATESSOLVENTREFINEDLIGHT,,"MINERAL OIL, PETROLEUM DISTILLATES, SOLVENT REFINED LIGHT",3846,,,1
MINERALOILPETROLEUMEXTRACTHEAVYPARAFFINICDISTILLATE,,"MINERAL OIL, PETROLEUM EXTRACT, HEAVY PARAFFINIC DISTILLATE",3847,,,1
MINERALSEALOIL,,MINERAL SEAL OIL,2687,,,1
MINERALSPIRITS,,MINERAL SPIRITS,2688,,,1
MIREX,,MIREX,402,,,1
MIXEDALKYLSULFATES,,MIXED ALKYL (C6-C10) SULFATES,3695,,,1
MIXEDVEGETABLEPROTEINHYDROZYLATE,,MIXED VEGETABLE PROTEIN HYDROZYLATE,5800,,,1
MODIFIEDPHTHALICGLYCEROLALKYDRESIN,,MODIFIED PHTHALIC GLYCEROL ALKYD RESIN,1159,,,1
MODIFIEDSEEDOILS,,MODIFIED SEED OILS,6288,,,1
MOLASSES,,MOLASSES,744,,,1
MOLINATE,,MOLINATE,449,,,1
MOLINATESULFOXIDE,,MOLINATE SULFOXIDE,4080,,,1
MOLYBDENUM,,MOLYBDENUM,3903,,,1
MOMFLUOROTHRIN,,MOMFLUOROTHRIN,6208,,,1
MON102100,,MON 102100,6210,,,1
MONOAMMONIUMOFPHOSPHOROUS,,MONOAMMONIUM SALT OF PHOSPHOROUS ACID,5779,,,1
MONOAMMONIUMPHOSPHATE,,MONOAMMONIUM PHOSPHATE,5914,,,1
MONOCROTOPHOS,,MONOCROTOPHOS,52,,,1
MONOETHANOLAMINEDODECYLBENZENESULFONATE,,MONOETHANOLAMINE DODECYL BENZENE SULFONATE,1890,,,1
MONOETHANOLAMINELAURATEMYRISTATEANDRELATEDCOMPOUNDS,,"MONOETHANOLAMINE LAURATE, MYRISTATE, AND RELATED COMPOUNDS",1053,,,1
MONOMETHYLHEXAZINONE,,MONOMETHYL HEXAZINONE,5834,,,1
MONOPOTASSIUMOFPHOSPHOROUS,,MONOPOTASSIUM SALT OF PHOSPHOROUS ACID,5777,,,1
MONOSODIUMGLUTAMATE,,MONOSODIUM GLUTAMATE,2691,,,1
MONOSODIUMOFPHOSPHOROUS,,MONOSODIUM SALT OF PHOSPHOROUS ACID,5775,,,1
MONOTETRAPENTASTRIAZINE,,MONO (TRICHLORO) TETRA (MONOPOTASSIUM DICHLORO) PENTA-S-TRIAZINE,856,,,1
MONTMORILLONITETYPECLAY,,MONTMORILLONITE TYPE CLAY,5147,,,1
MONTOKPEPPER,,MONTOK PEPPER,5012,,,1
MONURON,,MONURON,408,,,1
MONURONTCA,,MONURON-TCA,409,,,1
MORIN,,MORIN,3292,,,1
MORPHOLINE,,MORPHOLINE,1936,,,1
MORPHOLINEDODECYLBENZENESULFONATE,,MORPHOLINE DODECYL BENZENE SULFONATE,3294,,,1
MORPHOLINEOFABEITICANDOLEICACIDS,,MORPHOLINE ESTER OF ABEITIC AND OLEIC ACIDS,1263,,,1
MORPHOLINEPOLYETHOXYETHANOL,,MORPHOLINE POLY ETHOXY ETHANOL,1842,,,1
MORWETEFW,,MORWET EFW,2693,,,1
MORWETIP,,MORWET IP,2694,,,1
MPMT,,MPMT,2695,,,1
MSMA,MSMA,MSMA,34,,,2
MTP,,MTP,4081,,,1
MUSCALURE,,MUSCALURE,1858,,,1
MUSCODORALBUSSTRAINQST20799,,MUSCODOR ALBUS STRAIN QST 20799,5871,,,1
MUSCODORALBUSSTRAINSA13,,MUSCODOR ALBUS STRAIN SA13,6295,,,1
MYCLOBUTANIL,MYCLOBUTANIL,MYCLOBUTANIL,2245,Myclobutanil,180.443,3
MYRCENE,,MYRCENE,2189,,,1
MYRISTYLALCOHOL,,MYRISTYL ALCOHOL,2344,,,1
MYRISTYLDIMETHYLAMMONIUMCHLORIDE,,MYRISTYL DIMETHYL AMMONIUM CHLORIDE,1276,,,1
MYROTHECIUMVERRUCARIA,MYROTHECIUM VERRUCARIA,,,,,1
MYROTHECIUMVERRUCARIADRIEDFERMENTATIONSOLIDSSOLUBLESSTRAINAARC0255,,"MYROTHECIUM VERRUCARIA, DRIED FERMENTATION SOLIDS & SOLUBLES, STRAIN AARC-0255",3966,,,1
N1NAPHTHYLPHTHALAMIC,,,,N-1-Naphthyl phthalamic acid,180.297,1
N2FLUORENYLACETAMIDE,,N-2-FLUORENYL ACETAMIDE,3207,,,1
N2HYDROXYETHYLIMINODIACETATE,,N-2-HYDROXYETHYL IMINODIACETATE,956,,,1
N5134THIADIAZOL2YLNMETHYLUREA,,"N-[5-(1,1-DIMETHYLETHYL)-1,3,4-THIADIAZOL-2-YL]-N-METHYLUREA",5993,,,1
N5134THIADIAZOL2YLUREA,,"N-[5-(1,1-DIMETHYLETHYL)-1,3,4-THIADIAZOL-2-YL-UREA",5995,,,1
N6BENZYLADENINE,,N6-BENZYL ADENINE,2000,,,1
N99HPURIN6AMINE,,N-(PHENYLMETHYL)-9-(TETRAHYDRO-2H-PYRAN-2-YL)-9H-PURIN-6-AMINE,2153,,,1
NAA,,"NAA|NAA, AMMONIUM SALT|NAA, POTASSIUM SALT|NAA, SODIUM SALT",1344|423|761|861,,,1
NAAETHYL,,"NAA, ETHYL ESTER",749,,,1
NABAM,,NABAM,417,,,1
NACETYLTHIAZOLIDINE4CARBOXYLIC,,N-ACETYL THIAZOLIDINE-4-CARBOXYLIC ACID,6351,,,1
NACYLSARCOSINESANDSODIUMNACYLSARCOSINATES,,,,N-acyl sarcosines and sodium N-acyl sarcosinates,180.1207,1
NALED,NALED,NALED,418,Naled,180.215,3
NALKYL13PROPYLENEDIAMINEMONOBENZOATEALKYLDERIVEDFROMCOCONUTOILFATTYACIDS,,"N-ALKYL-1,3-PROPYLENE DIAMINE MONOBENZOATE, ALKYL DERIVED FROM COCONUT OIL FATTY ACIDS",1735,,,1
